StateUnionTerritory,Year,Paddy,Jowar,Bajra,Maize,Ragi,Wheat,Barley,Gram,TurArhar,SugarRaw,Potato,Tobacco,Groundnut,state,RapeSeed,Sesamum,Linseed,CasterSeed,Nigerseed,Cotton,Soyabean,Sannhemp,Pepper,GingerFresh,Chilly,Turmeric,Mesta,Toria,Jute,Ginger,ChillyDry,Banana,Coconut100Nos,ChillyFresh,TurmericFresh,Rice,Nigeseed,TurmericDry,Sunflower,Coconut1000Nos,Arecanut,GingerDry,Cashewnut,Arecanut100Nos,Tapioca
,2003-04,590,..,..,580,..,630,560,1325,..,1250,350,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,2001-02,536Wt,..,..,450,..,600,..,..,..,1834,525,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,400At,200**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,556Wt,..,..,400,..,500,..,..,..,1900,520,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,375At,220**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,544Wt,..,..,508,..,500,..,..,..,1500,483,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500At,238**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAILAKANDI,2001-02,360Wt,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,363At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,363At,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,365At,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONGAIGAON,2001-02,640Wt,..,..,700,..,..,..,..,..,..,664,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,496At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,574Wt,..,..,554,..,607,..,..,..,..,587,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,433At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,638Wt,..,..,..,..,643,..,..,..,..,546,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,467At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIGAON,2001-02,525Wt,..,..,..,..,..,..,..,..,1425,685,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,478At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,500Wt,..,..,..,..,..,..,..,..,1400,650,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,404At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,529Wt,..,..,..,..,..,..,..,..,..,600,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,464At,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALBARI,2001-02,597Wt,..,..,..,..,..,..,..,..,..,408,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,464At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,557Wt,..,..,..,..,..,..,..,..,..,493,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,397At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,567At,..,..,..,..,..,..,..,..,..,522,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGRUR,2001-02,560,..,450,500,..,620,500,1600,..,1200,450,..,1235,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,560,..,470,400,..,620,470,1670,..,1200,400,..,1200,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,400,550,..,630,545,1670,..,1200,150,..,1500,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUPNAGAR,2001-02,560,..,450,500,..,620,550,1900,..,1200,400,..,1160,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,560,..,450,615,..,620,..,1900,..,1200,200,..,1746,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,530,..,450,615,..,650,..,1900,..,1200,400,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARIDKOT,2001-02,560,..,446,..,..,610,450,2000,..,1500,400,..,1200,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,500,..,..,..,..,620,510,2000,..,1500,250,..,1205,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,..,..,..,630,510,1481,..,1500,210,..,1200,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANSA,2001-02,560,..,415,..,..,615,545,1200,..,1200,550,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,580,..,430,750,..,630,510,1600,..,1200,250,..,1600,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,573,..,430,..,..,603,525,1600,..,..,230,..,1600,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHGARH SAHIB,2001-02,560,..,380,565,..,620,450,1000,..,1200,400,..,2150,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,570,..,..,560,..,630,460,1050,..,1250,375,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,..,545,..,630,..,1950,..,1775,350,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGA,2001-02,560,..,550,..,..,610,386,1650,..,1200,250,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,580,..,..,525,..,620,500,1650,..,1500,125,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,..,525,..,620,520,1650,..,1500,120,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUKTSAR,2001-02,560,..,602,620,..,620,400,1700,..,1000,300,..,1450,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,560,..,602,620,..,620,530,1700,..,1000,275,..,1450,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,..,498,..,620,435,1700,..,1000,350,..,1250,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAWANSHAHR,2001-02,525,..,465,465,..,610,..,..,..,1100,300,..,1250,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,550,..,..,600,..,620,..,..,..,1000,300,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,580,..,..,460,..,630,..,..,..,950,165,..,..,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNJAB,2001-02,806,..,490,532,..,618,471,1696,..,1239,373,..,1394,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,847,..,514,544,..,617,509,1722,..,1290,238,..,1578,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,860,..,447,548,..,630,539,1737,..,1341,216,..,1702,PUNJAB--DISTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSHIARPUR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1000,..,2650,..,,..,,..,..,,..,..,..,1600,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,..,3500,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,..,3500,..,..,,..,,..,..,,..,..,..,..,..,,,,,,,,,,,,,,,,
JALANDHAR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,..,2000,1950,..,,1900D,,..,..,,..,..,..,750,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1300,2000,1800,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1700,2000,1900,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
LUDHIANA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1150,..,..,..,,1900D,,..,..,,..,..,..,1140,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1280,..,..,..,,2200D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1500,..,..,..,,2200D,,..,..,,..,..,..,..,..,,,,,,,,,,,,,,,,
FEROZPUR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1131,1965,..,..,,1870D,,..,..,,..,..,..,1050,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1991A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1417,2749,..,..,,1808D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2008A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1417,2749,..,..,,1808D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2008A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMRITSAR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1117,1900,..,..,,1100D,,..,..,,..,..,..,975,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1196,2055,..,..,,3570D,,..,..,,..,..,..,1165,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1287,2151,..,..,,4065D,,..,..,,..,..,..,1540,..,..,,,,,,,,,,,,,,,
GURDASPUR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1300,2500,..,..,,1600D,,..,..,,..,..,..,1200,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1300,2500,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,2400,3200,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
KAPURTHALA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1100,1950,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1100,1950,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1100,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
BATHINDA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1200,1533,..,..,,1800D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2000A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1180,1800,..,..,,1800D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2000A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1250,1850,..,..,,2050D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2450A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIALA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1200,..,..,..,,1570D,,..,..,,..,..,..,1100,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1125,..,..,..,,1570D,,..,..,,..,..,..,1450,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1700,..,..,..,,1570D,,..,..,,..,..,..,1450,..,..,,,,,,,,,,,,,,,
SANGRUR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1350,1600,..,..,,1830D,,..,..,,..,..,..,1100,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1610A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1100,..,..,..,,1750D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1875A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1900,..,..,..,,1850D,,..,..,,,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUPNAGAR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1200,2500,..,..,,1245D,,..,..,,..,..,..,1050,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1125,2500,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1125,2500,..,..,,..,,..,..,,,..,..,..,..,..,,,,,,,,,,,,,,,
FARIDKOT,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1060,1533,..,..,,1840D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1960A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1840,..,..,..,,1800D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1942A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1780,..,..,..,,1850D,,..,..,,,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2375A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANSA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1250,1533,..,..,,1725D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2125A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1900,1533,..,..,,1925D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2580A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1640,1533,..,..,,1800D,,..,..,,,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2375A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHGARH SAHIB,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1200,..,..,..,,2150D,,..,..,,..,..,..,1400,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2100A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1210,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1750,..,..,..,,..,,..,..,,,..,..,..,..,..,,,,,,,,,,,,,,,
MOGA,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1176,..,..,..,,1841D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1921A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1250,..,..,..,,1900D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2000A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200304,,,,,,,,,,,,,,PUNJAB--DISTRIC,1650,..,..,..,,1900D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUKTSAR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1425,1950,..,..,,2025D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2050A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1750,1950,..,..,,2025D,,..,..,,..,..,..,1350,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2050A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1745,1950,..,..,,1925D,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2750A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAWANSHAHAR,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1180,..,..,..,,..,,..,..,,..,..,..,1100,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1225,2000,1800,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1690,..,1800,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
PUNJAB,2001-02,,,,,,,,,,,,,,PUNJAB--DISTRIC,1299,1943,1867,..,,1824D,,..,..,,..,..,..,1220,..,..,,,,,,,,,,,,,,,
,(STATE W,,,,,,,,,,,,,,,2017A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PUNJAB--DISTRIC,1442,2203,1800,..,,1854D,,..,..,,..,..,..,1322,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2100A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PUNJAB--DISTRIC,1562,2465,1850,..,,1911D,,..,..,,..,..,..,1495,..,..,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2355A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONDICHERRY,2001-02,470C,..,..,..,..,..,..,..,..,..,..,..,..,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,558C,..,536,..,627,..,..,..,..,..,..,..,..,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,557C,..,454,,582,..,..,..,..,..,..,..,2190,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONDICHERRY,2001-02,470C,..,..,..,..,..,..,..,..,..,..,..,..,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,558C,..,536,..,627,..,..,..,..,..,..,..,..,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,557C,..,454,..,582,..,..,..,..,..,..,..,2190,PONDICHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONDICHERRY,2001-02,,,,,,,,,,,,,,PONDICHERRY,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,PONDICHERRY,..,..,..,..,,2338,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PONDICHERRY,..,2310,..,..,,2204,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
PONDICHERRY,2001-02,,,,,,,,,,,,,,PONDICHERRY,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,PONDICHERRY,..,..,..,..,,2338,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,PONDICHERRY,..,2310,..,..,,2204,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
AJMER,2001-02,1937r,428,360,439,..,688,473,1419,..,..,..,..,1221,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,1199r,540,572,689,..,815,619,1647,..,..,..,..,1902,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,498,385,504,..,839,617,1590,..,..,..,..,1567,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALWAR,2001-02,..,427,321,460,..,620,462,1504,..,..,..,..,946,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,559,573,595,..,652,555,1699,..,..,..,..,1507,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,469,358,475,..,630,496,1387,1572,..,..,..,..,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANSWARA,2001-02,312,370,376,418,..,699,520,1717,..,1366,636,2365,1572,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1294r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,933,431,380,499,..,674,581,1750,..,1525,485,3475,2028,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1453r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,876,409,380,449,..,709,577,1417,1492,1542,579,..,1921,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1830r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARAN,2001-02,1299r,573,384,451,..,650,466,1476,1302,1043,503,..,1248,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,1265r,642,550,542,..,650,528,1554,..,1004,385,..,1354,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,1461r,511,410,444,..,659,514,1362,..,1125,522,..,1482,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARMER,2001-02,..,479,432,430,..,723,613,..,..,..,..,..,..,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,607,703,570,..,701,..,..,..,..,..,..,..,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,650,507,..,..,752,623,1850,..,..,..,..,..,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATPUR,2001-02,1928r,434,333,423,..,509,476,1513,1361,1075,432,..,1373,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,982r,483,533,509,..,613,514,1653,1498,982,337,..,1739,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,808r,413,380,447,..,639,491,1401,1434,960,376,..,1760,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHILWARA,2001-02,..,453,481,431,..,680,502,1492,..,..,458,..,1262,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,594,569,625,..,736,616,1595,..,..,..,2438,1671,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,1375r,461,436,484,..,722,573,1467,..,1199,381,..,1673,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIKANER,2001-02,..,761,414,..,..,672,509,1518,..,..,..,..,1268,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,743,..,..,661,550,1547,..,..,..,..,1449,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,512,..,..,675,499,1393,..,..,..,..,1576,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNDI,2001-02,992r,542,416,426,..,611,462,1437,1434,..,455,..,1258,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,1025r,581,603,586,..,663,530,1586,..,..,357,..,1494,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,1029r,472,354,452,..,654,504,1444,1442,..,375,..,1477,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITTORGARH,2001-02,1529r,412,..,429,..,654,502,1441,..,..,466,..,1276,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,1318r,550,..,555,..,734,587,1490,..,..,328,..,1576,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,764r,445,..,452,..,705,565,1347,..,..,328,..,1471,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURU,2001-02,..,..,330,..,..,625,478,1544,..,..,..,..,1250,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,645,..,..,675,535,1680,..,..,..,..,1600,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,405,..,..,675,510,1370,..,..,328,..,1590,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAUSA,2001-02,..,406,329,414,..,580,541,1562,1646,..,456,..,1256,RAJASTHAN--DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
